traffic,driver_id,weather,order_type,vehicle_type,driver_age,driver_rating,rest_lat,rest_lon,dest_lat,dest_lon,temp,humidity,distance
High,SURRES18DEL01,Clear,Snack,Bike,28,5.0,21.149.834,72.778.666,21.219.834,72.848.666,23.09,43.0,13.76
High,COIMBRES06DEL03,Foggy,Buffet,Bike,23,5.0,11.021.278,76.995.017,11.111.278,77.085.017,25.12,73.0,17.58
High,LUDHRES08DEL01,Clear,Snack,Bike,36,4.5,30.899.992,75.831.338,30.969.992,75.901.338,18.88,56.0,14.9
High,BANGRES01DEL02,Foggy,Meal,Bike,28,4.9,12.933.284,77.615.428,12.983.284,77.665.428,19.75,92.0,13.06
High,MYSRES20DEL02,Partly Cloudy,Meal,Bike,35,4.8,12.337.978,76.616.792,12.467.978,76.746.792,17.86,77.0,24.99
High,INDORES07DEL01,Foggy,Meal,Bike,28,4.9,22.722.634,75.886.959,22.792.634,75.956.959,17.15,72.0,17.07
High,RANCHIRES09DEL03,Clear,Buffet,Bike,38,4.8,23.351.058,85.325.731,23.411.058,85.385.731,17.83,68.0,11.07
High,HYDRES06DEL01,Cloudy,Meal,Bike,31,4.4,17.455.894,78.375.467,17.525.894,78.445.467,21.25,65.0,15.76
High,COIMBRES02DEL01,Foggy,Drinks,Bike,26,4.7,11.022.477,76.995.667,11.132.477,77.105.667,25.15,73.0,21.28
High,PUNERES15DEL01,Partly Cloudy,Snack,Bike,23,4.9,18.636.215,73.751.081,18.706.215,73.821.081,19.03,65.0,16.48
High,RANCHIRES07DEL02,Clear,Meal,Bike,36,4.8,23.359.407,85.325.055,23.439.407,85.405.055,17.58,69.0,15.03
High,COIMBRES07DEL03,Foggy,Meal,Bike,29,4.6,1.096.185,76.971.082,1.102.185,77.031.082,24.99,73.0,14.95
High,BANGRES09DEL01,Foggy,Buffet,Bike,34,4.7,12.934.179,77.615.797,12.974.179,77.655.797,19.66,91.0,10.68
High,COIMBRES07DEL02,Foggy,Buffet,Bike,20,4.9,1.096.185,76.971.082,1.104.185,77.051.082,25.03,73.0,18.08
High,INDORES03DEL02,Foggy,Drinks,Bike,36,4.6,22.751.857,75.866.699,22.831.857,75.946.699,17.19,72.0,19.3
High,AURGRES13DEL02,Foggy,Meal,Bike,30,5.0,19.880.256,75.323.503,19.930.256,75.373.503,17.77,82.0,14.12
High,SURRES11DEL02,Clear,Drinks,Bike,30,4.8,21.157.735,72.768.778,21.237.735,72.848.778,22.99,43.0,14.18
High,CHENRES17DEL02,Foggy,Snack,Bike,33,4.7,13.045.479,8.023.311,13.095.479,8.028.311,26.14,88.0,9.39
High,BANGRES11DEL02,Foggy,Drinks,Bike,25,4.8,12.934.365,77.616.155,12.984.365,77.666.155,19.75,92.0,12.38
High,LUDHRES13DEL03,Clear,Meal,Bike,26,4.7,30.893.234,7.582.172,30.953.234,7.588.172,18.86,57.0,12.96
High,INDORES14DEL02,Clear,Snack,Bike,21,4.9,22.761.593,75.886.362,22.841.593,75.966.362,17.21,53.0,14.73
High,JAPRES010DEL01,Foggy,Snack,Bike,38,4.9,26.921.411,75.793.604,26.961.411,75.833.604,18.62,68.0,15.44
High,BANGRES05DEL03,Foggy,Buffet,Bike,39,4.9,12.970.324,77.645.748,13.030.324,77.705.748,19.84,93.0,12.09
High,VADRES01DEL02,Clear,Snack,Bike,30,4.4,22.307.898,73.167.788,22.437.898,73.297.788,22.35,43.0,24.27
High,PUNERES09DEL02,Clear,Meal,Bike,26,4.9,18.536.562,73.896.485,18.586.562,73.946.485,19.17,65.0,12.35
High,SURRES06DEL01,Clear,Snack,Bike,34,5.0,21.185.047,7.280.859,21.295.047,7.291.859,22.81,43.0,22.17
High,PUNERES07DEL02,Clear,Meal,Bike,37,4.7,18.546.947,73.900.626,18.596.947,73.950.626,19.1,65.0,11.41
High,MYSRES02DEL02,Partly Cloudy,Drinks,Bike,28,4.6,12.304.569,76.643.622,12.354.569,76.693.622,17.97,77.0,12.84
High,INDORES08DEL01,Clear,Meal,Bike,33,4.7,22.725.748,75.898.497,22.835.748,76.008.497,17.28,53.0,22.12
High,COIMBRES06DEL01,Foggy,Buffet,Bike,22,4.9,11.021.278,76.995.017,11.091.278,77.065.017,25.0,73.0,13.73
High,HYDRES04DEL03,Cloudy,Drinks,Bike,29,5.0,17.411.028,78.329.645,17.501.028,78.419.645,21.3,64.0,18.67
High,PUNERES06DEL03,Clear,Buffet,Bike,21,4.9,18.546.258,73.904.337,18.606.258,73.964.337,18.95,65.0,13.27
High,AGRRES01DEL01,Clear,Meal,Bike,29,4.6,27.161.661,78.011.544,27.231.661,78.081.544,21.71,51.0,15.27
High,COIMBRES14DEL01,Foggy,Buffet,Bike,36,4.9,11.003.681,76.975.525,11.073.681,77.045.525,25.06,73.0,14.47
High,JAPRES02DEL01,Foggy,Meal,Bike,39,4.7,26.914.142,75.805.704,26.984.142,75.875.704,19.83,68.0,13.31
High,INDORES18DEL01,Clear,Meal,Bike,21,4.7,22.753.839,75.897.429,22.863.838,76.007.429,17.31,53.0,25.66
High,HYDRES11DEL01,Cloudy,Drinks,Bike,31,4.7,17.430.448,78.418.213,17.470.448,78.458.213,21.46,64.0,12.22
High,VADRES14DEL02,Clear,Buffet,Bike,27,4.8,22.311.603,73.165.012,22.441.603,73.295.012,22.35,43.0,24.05
High,MUMRES13DEL02,Foggy,Meal,Bike,27,4.2,19.178.321,72.834.715,19.228.321,72.884.715,26.73,44.0,11.2
High,PUNERES08DEL03,Clear,Buffet,Bike,36,4.2,1.853.408,7.389.852,1.859.408,7.395.852,19.08,65.0,13.33
High,RANCHIRES15DEL03,Clear,Drinks,Bike,32,4.8,23.369.746,8.533.982,23.429.746,8.539.982,17.79,68.0,14.53
High,COIMBRES01DEL01,Foggy,Buffet,Bike,39,4.9,11.016.298,76.972.076,11.086.298,77.042.076,24.95,73.0,14.52
High,KOCRES09DEL03,Foggy,Snack,Bike,34,4.7,10.000.706,76.349.516,10.060.706,76.409.516,23.91,88.0,15.23
High,BANGRES08DEL01,Foggy,Drinks,Bike,35,5.0,12.906.229,77.596.791,12.946.229,77.636.791,20.3,91.0,8.11
High,SURRES02DEL01,Clear,Drinks,Bike,32,3.8,21.186.608,72.794.136,21.296.608,72.904.136,22.79,43.0,20.21
High,JAPRES11DEL03,Clear,Drinks,Bike,31,4.6,2.690.294,75.793.007,2.699.294,75.883.007,19.96,46.0,16.79
High,RANCHIRES08DEL01,Clear,Meal,Bike,34,4.8,23.353.783,85.326.967,23.423.783,85.396.967,17.85,68.0,16.38
High,CHENRES02DEL02,Foggy,Meal,Bike,25,4.9,13.086.438,80.220.672,13.136.439,80.270.672,26.36,88.0,12.24
High,MUMRES13DEL03,Foggy,Meal,Bike,24,4.5,19.178.321,72.834.715,19.238.321,72.894.715,26.14,44.0,13.16
High,SURRES06DEL02,Clear,Meal,Bike,20,4.9,21.185.047,7.280.859,21.265.047,7.288.859,22.86,43.0,16.93
High,SURRES04DEL01,Clear,Snack,Bike,27,4.1,21.173.493,72.801.953,21.243.493,72.871.953,22.87,42.0,14.05
High,COIMBRES06DEL02,Foggy,Snack,Bike,29,4.9,11.021.278,76.995.017,11.101.278,77.075.017,25.05,73.0,15.45
High,SURRES03DEL01,Clear,Snack,Bike,21,4.7,21.186.884,72.793.616,21.296.884,72.903.616,22.79,43.0,20.19
High,COIMBRES17DEL03,Foggy,Drinks,Bike,29,4.6,11.026.117,76.944.652,11.116.117,77.034.652,25.08,73.0,19.16
High,HYDRES03DEL03,Cloudy,Buffet,Bike,32,4.7,17.422.819,78.449.578,17.512.819,78.539.578,21.29,66.0,18.46
High,SURRES09DEL01,Clear,Buffet,Bike,39,4.9,21.175.975,72.795.503,21.245.975,72.865.503,22.9,43.0,13.86
High,AURGRES19DEL02,Foggy,Snack,Bike,25,4.7,19.866.969,75.318.894,19.916.969,75.368.894,17.84,82.0,12.29
High,MYSRES16DEL02,Partly Cloudy,Buffet,Bike,28,4.5,12.316.967,76.603.067,12.446.967,76.733.067,18.12,77.0,26.21
High,INDORES09DEL02,Foggy,Meal,Bike,20,4.7,22.725.835,75.887.648,22.805.835,75.967.648,17.18,72.0,16.86
High,PUNERES12DEL01,Clear,Buffet,Bike,38,4.1,18.520.016,73.830.547,18.590.016,73.900.547,19.19,65.0,14.96
High,GOARES11DEL03,Partly Cloudy,Snack,Bike,26,4.8,15.544.419,73.755.736,15.604.419,73.815.736,24.92,59.0,10.47
High,INDORES09DEL03,Clear,Snack,Bike,25,4.9,22.725.835,75.887.648,22.815.835,75.977.648,17.23,53.0,19.36
High,BANGRES03DEL02,Foggy,Drinks,Bike,23,4.6,12.979.166,77.640.709,13.029.166,77.690.709,19.54,93.0,9.61
High,INDORES11DEL01,Clear,Buffet,Bike,20,4.9,22.751.234,7.588.949,22.861.234,7.599.949,17.3,53.0,18.44
High,MUMRES16DEL03,Foggy,Drinks,Bike,29,5.0,19.120.083,72.907.385,19.210.083,72.997.385,27.04,44.0,17.77
High,SURRES04DEL01,Clear,Meal,Bike,37,4.8,21.173.493,72.801.953,21.243.493,72.871.953,22.87,42.0,14.05
High,KNPRES11DEL02,Clear,Snack,Bike,37,4.9,26.474.986,80.342.796,26.494.986,80.362.796,21.83,55.0,11.81
High,VADRES05DEL01,Clear,Meal,Bike,31,4.3,22.310.526,73.170.937,22.420.526,73.280.937,22.47,44.0,21.29
High,INDORES13DEL01,Foggy,Snack,Bike,35,4.8,22.745.049,75.892.471,22.815.049,75.962.471,17.21,72.0,16.48
High,CHENRES18DEL02,Foggy,Drinks,Bike,31,4.8,12.981.615,80.231.598,13.031.615,80.281.598,26.55,87.0,11.27
High,SURRES07DEL02,Clear,Buffet,Bike,24,4.6,21.170.798,72.790.489,21.250.798,72.870.489,22.9,43.0,14.64
High,SURRES08DEL03,Clear,Drinks,Bike,31,4.7,21.173.343,72.792.731,21.263.343,72.882.731,22.88,43.0,18.47
High,RANCHIRES07DEL02,Clear,Meal,Bike,37,4.7,23.359.407,85.325.055,23.439.407,85.405.055,17.58,69.0,15.03
High,VADRES19DEL02,Clear,Buffet,E-Bike,38,4.3,22.311.844,73.165.081,22.441.844,73.295.081,22.35,43.0,24.07
High,COIMBRES19DEL03,Foggy,Drinks,Bike,27,4.8,11.022.298,76.998.349,11.112.298,77.088.349,25.12,73.0,18.09
High,INDORES07DEL01,Foggy,Meal,Bike,35,5.0,22.722.634,75.886.959,22.792.634,75.956.959,17.15,72.0,17.07
High,HYDRES19DEL03,Cloudy,Buffet,Bike,33,4.5,17.458.998,78.500.366,17.518.998,78.560.366,21.24,64.0,12.95
High,MYSRES02DEL02,Partly Cloudy,Snack,Bike,25,4.6,12.304.569,76.643.622,12.384.569,76.723.622,18.2,77.0,15.88
High,HYDRES04DEL01,Cloudy,Snack,Bike,28,4.7,17.411.028,78.329.645,17.481.028,78.399.645,21.29,65.0,15.79
High,RANCHIRES17DEL02,Clear,Meal,Bike,34,4.8,23.374.878,85.335.739,23.454.878,85.415.739,17.54,69.0,16.45
High,SURRES05DEL02,Clear,Buffet,Bike,38,5.0,21.175.104,72.804.342,21.255.104,72.884.342,22.88,43.0,16.35
High,MUMRES05DEL02,Foggy,Snack,Bike,23,4.6,18.927.584,72.832.585,19.007.584,72.912.585,26.18,44.0,20.12
High,PUNERES16DEL02,Clear,Buffet,Bike,23,4.9,18.536.718,73.830.327,18.616.719,73.910.327,18.95,65.0,16.12
High,SURRES20DEL01,Clear,Meal,Bike,21,4.9,2.115.276,72.778.059,2.122.276,72.848.059,23.09,43.0,13.63
High,BHPRES06DEL02,Clear,Snack,Bike,36,4.8,23.232.357,77.429.989,23.312.357,77.509.989,18.16,57.0,20.82
High,SURRES04DEL03,Clear,Buffet,Bike,28,4.8,21.173.493,72.801.953,21.263.493,72.891.953,22.87,43.0,18.6
High,PUNERES08DEL02,Clear,Drinks,Bike,21,4.9,1.853.408,7.389.852,1.858.408,7.394.852,19.18,65.0,11.36
High,JAPRES13DEL01,Foggy,Meal,Bike,29,4.6,26.846.156,758.023,26.956.156,759.123,20.06,68.0,23.52
High,INDORES08DEL03,Clear,Buffet,E-Bike,28,5.0,22.725.748,75.898.497,22.815.748,75.988.497,17.22,52.0,22.38
High,LUDHRES04DEL01,Clear,Meal,Bike,35,4.1,30.914.057,7.583.982,30.984.057,7.590.982,18.72,58.0,33.52
High,COIMBRES12DEL03,Foggy,Snack,Bike,29,4.9,11.000.762,76.981.876,11.090.762,77.071.876,25.0,73.0,18.48
High,COIMBRES12DEL01,Foggy,Snack,Bike,29,4.6,11.000.762,76.981.876,11.110.762,77.091.876,25.12,73.0,21.09
High,INDORES17DEL02,Clear,Meal,Bike,23,4.8,22.761.226,75.887.522,22.841.226,75.967.522,17.21,53.0,14.61
High,JAPRES11DEL03,Clear,Buffet,Bike,27,4.5,2.690.294,75.793.007,2.699.294,75.883.007,19.96,46.0,16.79
High,MUMRES06DEL03,Foggy,Buffet,Bike,27,4.7,19.055.831,72.833.984,19.115.831,72.893.984,26.83,44.0,11.65
High,JAPRES04DEL01,Foggy,Buffet,Bike,28,5.0,26.902.328,75.794.257,26.942.328,75.834.257,19.63,68.0,8.18
High,BANGRES010DEL02,Foggy,Snack,Bike,36,4.8,12.933.298,77.614.293,12.983.298,77.664.293,19.63,92.0,12.97
High,AGRRES11DEL03,Clear,Meal,Bike,27,4.8,27.163.303,78.057.044,27.303.303,78.197.044,21.33,53.0,31.95
High,MYSRES16DEL03,Partly Cloudy,Meal,Bike,38,4.2,12.316.967,76.603.067,12.406.967,76.693.067,18.42,82.0,20.42
High,MUMRES18DEL01,Foggy,Drinks,Bike,25,4.6,191.093,72.825.451,191.793,72.895.451,25.17,44.0,14.96
High,VADRES03DEL02,Clear,Buffet,Bike,20,4.6,22.32,73.17,22.45,73.3,22.43,44.0,23.95
High,JAPRES06DEL02,Clear,Snack,Bike,26,4.8,26.911.927,75.797.282,26.991.927,75.877.282,19.96,46.0,15.2
High,JAPRES09DEL03,Foggy,Buffet,Bike,39,4.8,26.911.378,75.789.034,26.941.378,75.819.034,19.7,68.0,7.27
High,INDORES11DEL01,Clear,Buffet,Bike,30,4.1,22.751.234,7.588.949,22.861.234,7.599.949,17.3,53.0,22.02
High,SURRES01DEL02,Clear,Drinks,Bike,22,5.0,21.186.438,72.794.115,21.316.438,72.924.115,22.76,43.0,22.97
High,PUNERES010DEL02,Clear,Meal,Bike,29,4.7,18.539.299,73.897.902,18.589.299,73.947.902,19.17,65.0,13.16
High,MUMRES08DEL03,Foggy,Meal,Bike,24,4.6,19.065.838,72.832.658,19.095.838,72.862.658,26.97,44.0,9.24
High,RANCHIRES06DEL01,Clear,Buffet,Bike,33,4.9,23.357.804,85.325.146,23.467.804,85.435.146,17.88,67.0,19.56
High,MYSRES17DEL01,Cloudy,Meal,Bike,26,4.7,12.326.356,76.619.103,12.396.356,76.689.103,18.43,82.0,17.34
High,CHENRES19DEL03,Foggy,Buffet,Bike,32,4.3,12.986.047,80.218.114,13.046.047,80.278.114,26.49,88.0,13.07
High,INDORES11DEL03,Clear,Snack,Bike,25,4.7,22.751.234,7.588.949,22.841.234,7.597.949,17.25,53.0,19.6
High,HYDRES16DEL02,Cloudy,Meal,Bike,38,4.6,17.440.827,78.393.391,17.490.827,78.443.391,21.32,64.0,13.63
High,JAPRES04DEL02,Foggy,Meal,Bike,33,4.2,26.902.328,75.794.257,26.952.328,75.844.257,19.81,68.0,9.34
High,VADRES01DEL02,Clear,Drinks,Bike,35,4.6,22.307.898,73.167.788,22.437.898,73.297.788,22.35,43.0,24.27
High,SURRES03DEL01,Clear,Snack,Bike,37,4.0,21.186.884,72.793.616,21.296.884,72.903.616,22.79,43.0,20.19
High,INDORES20DEL01,Clear,Buffet,Bike,24,4.5,22.732.225,75.874.765,22.842.225,75.984.765,17.25,53.0,22.02
High,COIMBRES03DEL03,Foggy,Snack,Bike,35,5.0,11.025.083,77.015.393,11.115.083,77.105.393,25.08,73.0,19.2
High,MUMRES16DEL01,Foggy,Drinks,Bike,33,4.1,19.120.083,72.907.385,19.190.083,72.977.385,27.0,44.0,14.32
High,MYSRES16DEL01,Cloudy,Buffet,Bike,27,4.6,12.316.967,76.603.067,12.426.967,76.713.067,18.4,82.0,23.19
High,MYSRES17DEL01,Cloudy,Buffet,Bike,25,4.9,12.326.356,76.619.103,12.436.356,76.729.103,18.13,82.0,21.93
High,MYSRES08DEL02,Cloudy,Buffet,Bike,21,4.6,12.297.954,76.665.169,12.377.954,76.745.169,18.28,82.0,16.85
High,BANGRES02DEL03,Foggy,Meal,Bike,31,4.9,12.970.221,77.645.396,13.060.221,77.735.396,19.18,93.0,16.49
High,BANGRES15DEL02,Foggy,Buffet,Bike,35,4.8,12.975.377,77.696.664,13.025.377,77.746.664,19.58,93.0,18.67
High,MUMRES14DEL02,Foggy,Meal,E-Bike,27,4.6,191.813,72.836.191,192.313,72.886.191,26.54,44.0,12.88
High,RANCHIRES20DEL02,Clear,Snack,Bike,33,4.1,2.339.925,85.390.464,2.352.925,85.520.464,17.75,67.0,22.77
High,PUNERES12DEL03,Clear,Snack,Bike,22,4.7,18.520.016,73.830.547,18.580.016,73.890.547,19.05,64.0,12.74
High,MYSRES08DEL02,Cloudy,Snack,E-Bike,29,4.6,12.297.954,76.665.169,12.377.954,76.745.169,18.28,82.0,16.85
High,PUNERES07DEL03,Clear,Meal,Bike,29,4.6,18.546.947,73.900.626,18.636.947,73.990.626,19.31,65.0,18.69
High,COIMBRES06DEL03,Foggy,Drinks,Bike,28,4.7,11.021.278,76.995.017,11.111.278,77.085.017,25.12,73.0,17.58
High,MUMRES09DEL02,Foggy,Meal,Bike,23,4.7,18.994.049,72.825.203,19.044.049,72.875.203,27.01,44.0,9.58
High,SURRES12DEL01,Clear,Meal,E-Bike,22,4.8,21.183.434,72.814.492,21.253.434,72.884.492,22.83,42.0,14.97
High,MYSRES06DEL01,Cloudy,Meal,Bike,32,4.8,12.323.994,76.626.167,12.433.994,76.736.167,17.79,82.0,21.9
High,SURRES16DEL02,Clear,Meal,Bike,30,4.1,21.160.437,72.774.209,21.240.437,72.854.209,22.99,43.0,15.7
High,INDORES11DEL01,Clear,Drinks,Bike,20,4.5,22.751.234,7.588.949,22.861.234,7.599.949,17.3,53.0,22.02
High,MYSRES15DEL02,Partly Cloudy,Drinks,Bike,21,4.9,12.352.058,7.660.665,12.432.058,7.668.665,18.36,82.0,19.48
High,COIMBRES03DEL02,Foggy,Meal,Bike,28,4.9,11.025.083,77.015.393,11.105.083,77.095.393,25.02,73.0,15.95
High,COIMBRES03DEL01,Foggy,Buffet,Bike,34,4.5,11.025.083,77.015.393,11.095.083,77.085.393,25.06,73.0,13.92
High,RANCHIRES01DEL03,Clear,Buffet,Bike,33,5.0,23.416.792,85.316.842,23.506.792,85.406.842,17.41,69.0,18.92
High,HYDRES14DEL01,Cloudy,Meal,Bike,27,4.3,17.426.228,78.407.495,17.496.228,78.477.495,21.29,64.0,18.26
High,JAPRES04DEL02,Foggy,Buffet,E-Bike,38,5.0,26.902.328,75.794.257,26.952.328,75.844.257,19.81,68.0,9.34
High,PUNERES13DEL02,Clear,Drinks,E-Bike,27,4.6,1.856.245,73.916.619,1.861.245,73.966.619,18.93,65.0,12.48
High,RANCHIRES16DEL01,Clear,Snack,Bike,32,4.6,23.371.292,85.327.872,23.441.292,85.397.872,17.77,68.0,18.75
High,CHENRES11DEL02,Foggy,Drinks,Bike,20,4.7,13.064.181,80.236.442,13.114.181,80.286.442,26.36,88.0,11.21
High,PUNERES16DEL02,Clear,Drinks,Bike,22,4.8,18.536.718,73.830.327,18.586.718,73.880.327,19.25,65.0,11.72
High,COIMBRES18DEL02,Foggy,Buffet,Bike,20,4.8,1.102.091,76.940.432,1.110.091,77.020.432,24.92,73.0,15.72
High,COIMBRES05DEL03,Foggy,Drinks,Bike,29,4.5,11.022.169,76.999.594,11.112.169,77.089.594,25.12,73.0,17.69
High,PUNERES07DEL03,Clear,Buffet,Bike,36,4.1,18.546.947,73.900.626,18.606.947,73.960.626,18.95,65.0,13.63
High,JAPRES04DEL01,Foggy,Snack,Bike,29,4.7,26.902.328,75.794.257,26.942.328,75.834.257,19.63,68.0,8.18
High,SURRES20DEL03,Clear,Meal,Bike,25,4.9,2.115.276,72.778.059,2.124.276,72.868.059,22.87,42.0,20.48
High,JAPRES04DEL01,Foggy,Meal,Bike,20,4.9,26.902.328,75.794.257,26.942.328,75.834.257,19.63,68.0,8.18
High,JAPRES05DEL03,Foggy,Meal,Bike,23,4.8,26.905.287,75.794.592,26.965.287,75.854.592,19.51,68.0,11.38
High,KNPRES09DEL03,Clear,Snack,Bike,28,4.6,26.473.698,80.352.677,26.533.698,80.412.677,21.79,54.0,14.27
High,INDORES18DEL01,Clear,Meal,Bike,24,4.9,22.753.839,75.897.429,22.863.838,76.007.429,17.31,53.0,25.66
High,MUMRES05DEL02,Foggy,Buffet,Bike,29,4.9,18.927.584,72.832.585,19.007.584,72.912.585,26.18,44.0,20.12
High,CHENRES07DEL01,Foggy,Drinks,E-Bike,20,4.8,13.081.878,80.248.519,13.121.878,80.288.519,26.34,88.0,8.72
High,HYDRES13DEL02,Cloudy,Snack,Bike,28,4.8,17.431.477,7.840.035,17.481.477,7.845.035,21.4,64.0,13.99
High,KOLRES13DEL03,Foggy,Meal,Bike,22,4.9,22.553.227,88.353.273,22.613.227,88.413.273,22.99,83.0,12.01
High,RANCHIRES17DEL03,Clear,Snack,Bike,22,4.9,23.374.878,85.335.739,23.434.878,85.395.739,17.79,68.0,17.81
High,MYSRES09DEL01,Cloudy,Snack,Bike,36,4.3,12.323.194,76.630.583,12.433.194,76.740.583,17.79,82.0,22.23
High,RANCHIRES11DEL03,Clear,Meal,Bike,29,5.0,23.359.194,85.325.447,23.419.194,85.385.447,17.84,68.0,11.34
High,MYSRES16DEL02,Partly Cloudy,Snack,Bike,39,4.1,12.316.967,76.603.067,12.366.967,76.653.067,18.28,81.0,13.43
High,PUNERES01DEL03,Clear,Buffet,Bike,31,4.8,18.569.156,73.774.723,18.629.156,73.834.723,18.93,64.0,15.49
High,SURRES19DEL02,Clear,Buffet,Bike,27,4.1,21.149.669,72.772.629,21.229.669,72.852.629,23.01,43.0,16.7
High,CHENRES02DEL02,Foggy,Buffet,Bike,21,4.7,13.086.438,80.220.672,13.136.439,80.270.672,26.36,88.0,12.24
High,INDORES17DEL03,Clear,Buffet,Bike,32,4.5,22.761.226,75.887.522,22.851.226,75.977.522,17.26,53.0,16.69
High,HYDRES05DEL02,Cloudy,Drinks,Bike,20,4.5,17.433.809,78.386.744,17.483.809,78.436.744,21.32,66.0,14.77
High,SURRES14DEL02,Clear,Buffet,Bike,23,4.7,21.157.729,72.768.726,21.237.729,72.848.726,22.99,43.0,14.17
High,CHENRES18DEL03,Foggy,Snack,Bike,32,4.6,12.981.615,80.231.598,13.011.615,80.261.598,26.51,87.0,10.0
High,PUNERES05DEL02,Clear,Snack,Bike,33,4.5,18.543.626,73.905.101,18.623.626,73.985.101,19.13,64.0,17.74
High,JAPRES03DEL02,Clear,Snack,E-Bike,36,4.7,26.913.483,75.803.139,26.993.483,75.883.139,19.96,46.0,14.84
High,MUMRES18DEL01,Foggy,Meal,Bike,29,4.6,191.093,72.825.451,191.793,72.895.451,25.17,44.0,14.96
High,COIMBRES03DEL02,Foggy,Drinks,Bike,28,4.9,11.025.083,77.015.393,11.105.083,77.095.393,25.02,73.0,15.95
High,GOARES07DEL02,Partly Cloudy,Buffet,Bike,33,4.9,15.561.295,73.749.478,15.611.295,73.799.478,24.74,59.0,12.41
High,CHENRES12DEL01,Foggy,Meal,Bike,29,4.7,12.972.793,80.249.982,13.012.793,80.289.982,26.55,87.0,9.89
High,RANCHIRES06DEL02,Clear,Meal,Bike,27,4.8,23.357.804,85.325.146,23.407.804,85.375.146,17.72,68.0,9.94
High,COIMBRES18DEL02,Foggy,Snack,Bike,37,4.6,1.102.091,76.940.432,1.107.091,76.990.432,24.87,73.0,14.7
High,KNPRES03DEL01,Clear,Drinks,Bike,28,4.6,26.469.003,80.316.344,26.539.003,80.386.344,21.72,56.0,16.41
High,HYDRES18DEL03,Cloudy,Buffet,Bike,28,5.0,17.450.851,78.379.347,17.510.851,78.439.347,21.25,64.0,13.4
High,HYDRES15DEL02,Cloudy,Snack,Bike,25,4.6,1.745.971,78.368.855,1.750.971,78.418.855,21.15,67.0,11.89
High,SURRES12DEL02,Clear,Meal,Bike,21,5.0,21.183.434,72.814.492,21.263.434,72.894.492,22.87,43.0,17.02
High,KNPRES14DEL01,Clear,Buffet,Bike,38,4.1,26.463.504,80.372.929,26.533.504,80.442.929,21.65,56.0,17.41
High,PUNERES15DEL01,Partly Cloudy,Snack,E-Bike,35,4.5,18.636.215,73.751.081,18.706.215,73.821.081,19.03,65.0,16.48
High,MUMRES09DEL03,Foggy,Snack,Bike,29,4.9,18.994.049,72.825.203,19.054.049,72.885.203,27.01,44.0,11.59
High,BANGRES08DEL01,Foggy,Meal,Bike,22,4.7,12.906.229,77.596.791,12.946.229,77.636.791,20.3,91.0,8.26
High,RANCHIRES17DEL02,Clear,Snack,Bike,26,4.7,23.374.878,85.335.739,23.454.878,85.415.739,17.54,69.0,16.45
High,COIMBRES06DEL01,Foggy,Buffet,Bike,25,4.6,11.021.278,76.995.017,11.131.278,77.105.017,25.15,73.0,21.79
High,INDORES01DEL02,Foggy,Meal,Bike,25,4.9,22.695.207,75.866.059,22.745.207,75.916.059,17.05,72.0,11.57
High,COIMBRES11DEL03,Foggy,Snack,Bike,39,5.0,11.001.753,76.986.241,11.091.753,77.076.241,24.94,73.0,17.97
High,MYSRES03DEL01,Cloudy,Drinks,Bike,35,4.2,12.299.524,7.664.262,12.369.524,7.671.262,18.25,81.0,15.77
High,HYDRES14DEL01,Cloudy,Buffet,Bike,23,4.9,17.426.228,78.407.495,17.466.228,78.447.495,21.45,64.0,12.65
High,COIMBRES14DEL02,Foggy,Buffet,Bike,23,4.9,11.003.681,76.975.525,11.083.681,77.055.525,23.97,78.0,15.79
High,MYSRES01DEL01,Partly Cloudy,Snack,Bike,29,4.6,12.311.072,76.654.878,12.381.072,76.724.878,18.2,77.0,13.96
High,COIMBRES12DEL02,Foggy,Snack,Bike,24,4.5,11.000.762,76.981.876,11.080.762,77.061.876,23.97,78.0,16.18
High,MUMRES18DEL03,Foggy,Snack,Bike,23,4.9,191.093,72.825.451,191.693,72.885.451,26.02,44.0,13.83
High,JAPRES16DEL02,Foggy,Meal,Bike,38,4.0,26.849.596,75.800.512,26.929.596,75.880.512,19.98,68.0,18.26
High,COIMBRES18DEL03,Foggy,Meal,Bike,37,4.7,1.102.091,76.940.432,1.108.091,77.000.432,24.82,73.0,14.21
High,PUNERES20DEL02,Clear,Buffet,Bike,34,3.5,18.592.718,73.773.572,18.672.718,73.853.572,18.88,65.0,15.88
High,PUNERES05DEL02,Clear,Buffet,Bike,32,4.9,18.543.626,73.905.101,18.623.626,73.985.101,19.13,64.0,17.74
High,HYDRES01DEL01,Cloudy,Buffet,Bike,26,4.5,17.410.371,78.437.225,17.480.371,78.507.225,21.32,65.0,14.94
High,GOARES16DEL03,Cloudy,Buffet,Bike,34,5.0,15.498.603,73.826.911,15.558.603,73.886.911,24.94,59.0,12.54
High,MYSRES09DEL03,Partly Cloudy,Meal,Bike,30,4.7,12.323.194,76.630.583,12.413.194,76.720.583,18.35,77.0,18.11
High,JAPRES04DEL01,Foggy,Snack,Bike,23,4.7,26.902.328,75.794.257,26.972.328,75.864.257,19.05,68.0,13.38
High,CHENRES14DEL02,Foggy,Drinks,Bike,36,4.8,13.026.279,80.174.568,13.076.279,80.224.568,26.35,88.0,10.63
